Id_registro,Fecha,Proyecto,Area,Actividad,Manejo,Clase,Especie,Nombre_comun,Abundancia,Estado,Reubicado
408,2023-04-09,Proyecto Solar Alpha,Área 1,tránsito maquinaria,ahuyentamiento,Reptilia,Boa constrictor,Boa,2,vivo,
409,2023-04-10,Proyecto Solar Alpha,Área 2,tránsito maquinaria,ahuyentamiento,Aves,Milvago chimachima,Caracara,2,vivo,
410,2023-04-10,Proyecto Solar Alpha,Área 3,inspección,ahuyentamiento,Reptilia,Anolis auratus,Camaleoncito,2,vivo,
411,2023-04-10,Proyecto Solar Alpha,Área 1,inspección,ahuyentamiento,Aves,Turdus ignobilis,Mirla,1,vivo,
412,2023-04-10,Proyecto Solar Alpha,Área 3,inspección,ahuyentamiento,Reptilia,Anolis auratus,Camaleoncito,1,vivo,
413,2023-04-11,Proyecto Solar Alpha,Área 3,obra civil,ahuyentamiento,Aves,Coragyps atratus,Chulo,3,vivo,
414,2023-04-11,Proyecto Solar Alpha,Área 2,inspección,ahuyentamiento,Aves,Coragyps atratus,Chulo,1,vivo,
415,2023-04-11,Proyecto Solar Alpha,Área 3,rocería,ahuyentamiento,Aves,Ardea alba,Garza blanca,3,vivo,
416,2023-04-11,Proyecto Solar Alpha,Área 2,inspección,ahuyentamiento,Reptilia,Erythrolamprus bizona,Culebra,3,vivo,
417,2023-04-12,Proyecto Solar Alpha,Área 3,obra civil,ahuyentamiento,Reptilia,Iguana iguana,Iguana,1,vivo,
418,2023-04-12,Proyecto Solar Alpha,Área 2,obra civil,ahuyentamiento,Aves,Milvago chimachima,Caracara,2,vivo,
419,2023-04-12,Proyecto Solar Alpha,Área 1,tránsito maquinaria,ahuyentamiento,Reptilia,Boa constrictor,Boa,1,vivo,
420,2023-04-12,Proyecto Solar Alpha,Área 1,inspección,ahuyentamiento,Aves,Turdus ignobilis,Mirla,1,vivo,
421,2023-04-12,Proyecto Solar Alpha,Área 2,rocería,ahuyentamiento,Reptilia,Erythrolamprus bizona,Culebra,1,vivo,
422,2023-04-13,Proyecto Solar Alpha,Área 1,rocería,ahuyentamiento,Aves,Milvago chimachima,Caracara,2,vivo,
423,2023-04-13,Proyecto Solar Alpha,Área 3,inspección,ahuyentamiento,Reptilia,Boa constrictor,Boa,1,vivo,
424,2023-04-13,Proyecto Solar Alpha,Área 3,tránsito maquinaria,ahuyentamiento,Aves,Turdus ignobilis,Mirla,2,vivo,
425,2023-04-13,Proyecto Solar Alpha,Área 1,rocería,ahuyentamiento,Aves,Turdus ignobilis,Mirla,3,vivo,
426,2023-04-14,Proyecto Solar Alpha,Área 2,inspección,ahuyentamiento,Aves,Coragyps atratus,Chulo,3,vivo,
427,2023-04-14,Proyecto Solar Alpha,Área 3,inspección,ahuyentamiento,Aves,Turdus ignobilis,Mirla,1,vivo,
428,2023-04-14,Proyecto Solar Alpha,Área 2,obra civil,ahuyentamiento,Reptilia,Chelonoidis carbonaria,Morrocoy,3,vivo,
429,2023-04-14,Proyecto Solar Alpha,Área 3,tránsito maquinaria,ahuyentamiento,Aves,Ardea alba,Garza blanca,2,vivo,
430,2023-04-15,Proyecto Solar Alpha,Área 3,rocería,ahuyentamiento,Aves,Turdus ignobilis,Mirla,2,vivo,
431,2023-04-15,Proyecto Solar Alpha,Área 3,rocería,rescate,Reptilia,Crotalus durissus,Cascabel,1,vivo,si
432,2023-04-15,Proyecto Solar Alpha,Área 2,obra civil,ahuyentamiento,Reptilia,Crotalus durissus,Cascabel,3,vivo,
433,2023-04-15,Proyecto Solar Alpha,Área 1,obra civil,ahuyentamiento,Reptilia,Erythrolamprus bizona,Culebra,3,vivo,
434,2023-04-16,Proyecto Solar Alpha,Área 3,tránsito maquinaria,ahuyentamiento,Reptilia,Anolis auratus,Camaleoncito,3,vivo,
435,2023-04-16,Proyecto Solar Alpha,Área 1,inspección,ahuyentamiento,Aves,Columbina talpacoti,Torcaza,3,vivo,
436,2023-04-16,Proyecto Solar Alpha,Área 3,rocería,ahuyentamiento,Aves,Ardea alba,Garza blanca,3,vivo,
437,2023-04-16,Proyecto Solar Alpha,Área 3,tránsito maquinaria,ahuyentamiento,Aves,Columbina talpacoti,Torcaza,2,vivo,
438,2023-04-17,Proyecto Solar Alpha,Área 3,inspección,ahuyentamiento,Aves,Milvago chimachima,Caracara,1,vivo,
439,2023-04-17,Proyecto Solar Alpha,Área 1,rocería,ahuyentamiento,Aves,Coragyps atratus,Chulo,3,vivo,
440,2023-04-17,Proyecto Solar Alpha,Área 3,inspección,ahuyentamiento,Aves,Columbina talpacoti,Torcaza,3,vivo,
441,2023-04-17,Proyecto Solar Alpha,Área 1,rocería,ahuyentamiento,Reptilia,Anolis auratus,Camaleoncito,2,vivo,
442,2023-04-18,Proyecto Solar Alpha,Área 1,rocería,rescate,Reptilia,Anolis auratus,Camaleoncito,3,vivo,si
443,2023-04-18,Proyecto Solar Alpha,Área 2,obra civil,ahuyentamiento,Reptilia,Erythrolamprus bizona,Culebra,3,vivo,
444,2023-04-18,Proyecto Solar Alpha,Área 2,obra civil,rescate,Amphibia,Rhinella marina,Sapo común,2,vivo,si
445,2023-04-18,Proyecto Solar Alpha,Área 1,obra civil,ahuyentamiento,Aves,Columbina talpacoti,Torcaza,2,vivo,
446,2023-04-19,Proyecto Solar Alpha,Área 2,rocería,ahuyentamiento,Reptilia,Erythrolamprus bizona,Culebra,1,vivo,
447,2023-04-19,Proyecto Solar Alpha,Área 2,rocería,ahuyentamiento,Reptilia,Boa constrictor,Boa,1,vivo,
448,2023-04-19,Proyecto Solar Alpha,Área 3,tránsito maquinaria,rescate,Reptilia,Anolis auratus,Camaleoncito,1,vivo,si
449,2023-04-19,Proyecto Solar Alpha,Área 1,rocería,ahuyentamiento,Mammalia,Tamandua mexicana,Oso hormiguero,3,vivo,
450,2023-04-20,Proyecto Solar Alpha,Área 1,rocería,ahuyentamiento,Aves,Columbina talpacoti,Torcaza,1,vivo,
451,2023-04-20,Proyecto Solar Alpha,Área 3,inspección,ahuyentamiento,Reptilia,Erythrolamprus bizona,Culebra,2,vivo,
452,2023-04-20,Proyecto Solar Alpha,Área 2,tránsito maquinaria,ahuyentamiento,Aves,Ardea alba,Garza blanca,1,vivo,
453,2023-04-20,Proyecto Solar Alpha,Área 1,tránsito maquinaria,ahuyentamiento,Mammalia,Zygodontomys brevicauda,Ratón de caña,2,vivo,
454,2023-04-21,Proyecto Solar Alpha,Área 1,inspección,ahuyentamiento,Reptilia,Erythrolamprus bizona,Culebra,1,vivo,
455,2023-04-21,Proyecto Solar Alpha,Área 3,rocería,ahuyentamiento,Aves,Ardea alba,Garza blanca,3,vivo,
456,2023-04-21,Proyecto Solar Alpha,Área 1,inspección,ahuyentamiento,Aves,Milvago chimachima,Caracara,3,vivo,
457,2023-04-21,Proyecto Solar Alpha,Área 3,tránsito maquinaria,ahuyentamiento,Aves,Coragyps atratus,Chulo,1,vivo,
458,2023-04-21,Proyecto Solar Alpha,Área 3,tránsito maquinaria,ahuyentamiento,Aves,Columbina talpacoti,Torcaza,3,vivo,
459,2023-04-22,Proyecto Solar Alpha,Área 1,tránsito maquinaria,rescate,Reptilia,Boa constrictor,Boa,1,vivo,si
460,2023-04-22,Proyecto Solar Alpha,Área 1,inspección,ahuyentamiento,Reptilia,Erythrolamprus bizona,Culebra,1,vivo,
461,2023-04-22,Proyecto Solar Alpha,Área 2,obra civil,ahuyentamiento,Reptilia,Crotalus durissus,Cascabel,1,vivo,
462,2023-04-22,Proyecto Solar Alpha,Área 2,tránsito maquinaria,ahuyentamiento,Aves,Milvago chimachima,Caracara,1,vivo,
463,2023-04-23,Proyecto Solar Alpha,Área 3,inspección,ahuyentamiento,Aves,Coragyps atratus,Chulo,3,vivo,
464,2023-04-23,Proyecto Solar Alpha,Área 1,inspección,ahuyentamiento,Mammalia,Dasypus novemcinctus,Armadillo,1,vivo,
465,2023-04-23,Proyecto Solar Alpha,Área 3,tránsito maquinaria,ahuyentamiento,Reptilia,Anolis auratus,Camaleoncito,1,vivo,
466,2023-04-23,Proyecto Solar Alpha,Área 2,inspección,ahuyentamiento,Aves,Coragyps atratus,Chulo,2,vivo,
467,2023-04-24,Proyecto Solar Alpha,Área 2,tránsito maquinaria,rescate,Amphibia,Hypsiboas crepitans,Rana arborícola,1,muerto,no
468,2023-04-24,Proyecto Solar Alpha,Área 3,rocería,ahuyentamiento,Reptilia,Erythrolamprus bizona,Culebra,1,vivo,
469,2023-04-24,Proyecto Solar Alpha,Área 3,obra civil,rescate,Reptilia,Erythrolamprus bizona,Culebra,2,vivo,si
470,2023-04-24,Proyecto Solar Alpha,Área 1,tránsito maquinaria,ahuyentamiento,Aves,Columbina talpacoti,Torcaza,3,vivo,
471,2023-04-25,Proyecto Solar Alpha,Área 1,rocería,ahuyentamiento,Aves,Turdus ignobilis,Mirla,3,vivo,
472,2023-04-25,Proyecto Solar Alpha,Área 2,rocería,ahuyentamiento,Aves,Coragyps atratus,Chulo,2,vivo,
473,2023-04-25,Proyecto Solar Alpha,Área 2,inspección,ahuyentamiento,Aves,Ardea alba,Garza blanca,2,vivo,
474,2023-04-25,Proyecto Solar Alpha,Área 2,inspección,ahuyentamiento,Reptilia,Anolis auratus,Camaleoncito,2,vivo,
475,2023-04-26,Proyecto Solar Alpha,Área 2,rocería,ahuyentamiento,Aves,Milvago chimachima,Caracara,3,vivo,
476,2023-04-26,Proyecto Solar Alpha,Área 3,obra civil,ahuyentamiento,Aves,Columbina talpacoti,Torcaza,1,vivo,
477,2023-04-26,Proyecto Solar Alpha,Área 1,obra civil,ahuyentamiento,Aves,Milvago chimachima,Caracara,2,vivo,
478,2023-04-26,Proyecto Solar Alpha,Área 3,inspección,ahuyentamiento,Reptilia,Anolis auratus,Camaleoncito,1,vivo,
479,2023-04-27,Proyecto Solar Alpha,Área 3,tránsito maquinaria,ahuyentamiento,Reptilia,Iguana iguana,Iguana,2,vivo,
480,2023-04-27,Proyecto Solar Alpha,Área 2,rocería,ahuyentamiento,Aves,Ardea alba,Garza blanca,1,vivo,
481,2023-04-27,Proyecto Solar Alpha,Área 1,inspección,ahuyentamiento,Aves,Milvago chimachima,Caracara,1,vivo,
482,2023-04-27,Proyecto Solar Alpha,Área 1,rocería,rescate,Reptilia,Chelonoidis carbonaria,Morrocoy,3,muerto,no
483,2023-04-28,Proyecto Solar Alpha,Área 2,tránsito maquinaria,ahuyentamiento,Aves,Turdus ignobilis,Mirla,1,vivo,
484,2023-04-28,Proyecto Solar Alpha,Área 2,tránsito maquinaria,ahuyentamiento,Aves,Coragyps atratus,Chulo,2,vivo,
485,2023-04-28,Proyecto Solar Alpha,Área 3,inspección,rescate,Reptilia,Boa constrictor,Boa,1,vivo,si
486,2023-04-28,Proyecto Solar Alpha,Área 1,inspección,ahuyentamiento,Aves,Columbina talpacoti,Torcaza,2,vivo,
487,2023-04-29,Proyecto Solar Alpha,Área 2,rocería,ahuyentamiento,Aves,Turdus ignobilis,Mirla,3,vivo,
488,2023-04-29,Proyecto Solar Alpha,Área 2,inspección,ahuyentamiento,Mammalia,Tamandua mexicana,Oso hormiguero,2,vivo,
489,2023-04-29,Proyecto Solar Alpha,Área 1,inspección,ahuyentamiento,Reptilia,Iguana iguana,Iguana,1,vivo,
490,2023-04-29,Proyecto Solar Alpha,Área 1,rocería,ahuyentamiento,Reptilia,Anolis auratus,Camaleoncito,1,vivo,
491,2023-04-29,Proyecto Solar Alpha,Área 3,inspección,ahuyentamiento,Aves,Coragyps atratus,Chulo,2,vivo,
492,2023-04-30,Proyecto Solar Alpha,Área 2,tránsito maquinaria,rescate,Amphibia,Scinax ruber,Ranita,1,vivo,si
493,2023-04-30,Proyecto Solar Alpha,Área 2,rocería,rescate,Amphibia,Scinax ruber,Ranita,1,vivo,si
494,2023-04-30,Proyecto Solar Alpha,Área 1,tránsito maquinaria,ahuyentamiento,Aves,Milvago chimachima,Caracara,2,vivo,
495,2023-04-30,Proyecto Solar Alpha,Área 2,rocería,ahuyentamiento,Reptilia,Anolis auratus,Camaleoncito,3,vivo,
496,2023-05-01,Proyecto Solar Alpha,Área 1,inspección,rescate,Aves,Ardea alba,Garza blanca,3,vivo,si
497,2023-05-01,Proyecto Solar Alpha,Área 3,inspección,ahuyentamiento,Aves,Coragyps atratus,Chulo,1,vivo,
498,2023-05-01,Proyecto Solar Alpha,Área 1,rocería,ahuyentamiento,Aves,Ardea alba,Garza blanca,1,vivo,
499,2023-05-01,Proyecto Solar Alpha,Área 2,obra civil,ahuyentamiento,Aves,Ardea alba,Garza blanca,2,vivo,
500,2023-05-02,Proyecto Solar Alpha,Área 2,rocería,ahuyentamiento,Reptilia,Chelonoidis carbonaria,Morrocoy,3,vivo,
501,2023-05-02,Proyecto Solar Alpha,Área 2,rocería,ahuyentamiento,Reptilia,Chelonoidis carbonaria,Morrocoy,1,vivo,
502,2023-05-02,Proyecto Solar Alpha,Área 3,tránsito maquinaria,ahuyentamiento,Aves,Columbina talpacoti,Torcaza,3,vivo,
503,2023-05-02,Proyecto Solar Alpha,Área 1,tránsito maquinaria,ahuyentamiento,Aves,Ardea alba,Garza blanca,2,vivo,
504,2023-05-03,Proyecto Solar Alpha,Área 1,tránsito maquinaria,ahuyentamiento,Aves,Milvago chimachima,Caracara,2,vivo,
505,2023-05-03,Proyecto Solar Alpha,Área 3,inspección,ahuyentamiento,Reptilia,Erythrolamprus bizona,Culebra,2,vivo,
506,2023-05-03,Proyecto Solar Alpha,Área 2,tránsito maquinaria,ahuyentamiento,Aves,Milvago chimachima,Caracara,1,vivo,
507,2023-05-03,Proyecto Solar Alpha,Área 1,obra civil,ahuyentamiento,Aves,Milvago chimachima,Caracara,2,vivo,
508,2023-05-04,Proyecto Solar Alpha,Área 1,obra civil,ahuyentamiento,Aves,Ardea alba,Garza blanca,1,vivo,
509,2023-05-04,Proyecto Solar Alpha,Área 1,tránsito maquinaria,ahuyentamiento,Aves,Columbina talpacoti,Torcaza,2,vivo,
510,2023-05-04,Proyecto Solar Alpha,Área 3,inspección,ahuyentamiento,Mammalia,Dasypus novemcinctus,Armadillo,1,vivo,
511,2023-05-04,Proyecto Solar Alpha,Área 1,rocería,ahuyentamiento,Aves,Milvago chimachima,Caracara,3,vivo,
512,2023-05-05,Proyecto Solar Alpha,Área 3,rocería,ahuyentamiento,Mammalia,Zygodontomys brevicauda,Ratón de caña,2,vivo,
513,2023-05-05,Proyecto Solar Alpha,Área 3,rocería,ahuyentamiento,Aves,Ardea alba,Garza blanca,1,vivo,
514,2023-05-05,Proyecto Solar Alpha,Área 1,rocería,ahuyentamiento,Reptilia,Crotalus durissus,Cascabel,2,vivo,
515,2023-05-05,Proyecto Solar Alpha,Área 3,obra civil,ahuyentamiento,Aves,Ardea alba,Garza blanca,2,vivo,
516,2023-05-06,Proyecto Solar Alpha,Área 3,rocería,rescate,Reptilia,Chelonoidis carbonaria,Morrocoy,3,vivo,si
517,2023-05-06,Proyecto Solar Alpha,Área 2,tránsito maquinaria,ahuyentamiento,Reptilia,Iguana iguana,Iguana,1,vivo,
518,2023-05-06,Proyecto Solar Alpha,Área 1,rocería,ahuyentamiento,Reptilia,Iguana iguana,Iguana,1,vivo,
519,2023-05-06,Proyecto Solar Alpha,Área 3,rocería,ahuyentamiento,Aves,Ardea alba,Garza blanca,3,vivo,
520,2023-05-07,Proyecto Solar Alpha,Área 1,tránsito maquinaria,ahuyentamiento,Aves,Coragyps atratus,Chulo,1,vivo,
521,2023-05-07,Proyecto Solar Alpha,Área 3,inspección,ahuyentamiento,Aves,Coragyps atratus,Chulo,1,vivo,
522,2023-05-07,Proyecto Solar Alpha,Área 2,tránsito maquinaria,rescate,Reptilia,Boa constrictor,Boa,1,vivo,si
523,2023-05-07,Proyecto Solar Alpha,Área 1,rocería,ahuyentamiento,Mammalia,Zygodontomys brevicauda,Ratón de caña,3,vivo,
524,2023-05-07,Proyecto Solar Alpha,Área 3,inspección,ahuyentamiento,Aves,Columbina talpacoti,Torcaza,3,vivo,
525,2023-05-08,Proyecto Solar Alpha,Área 2,obra civil,ahuyentamiento,Aves,Turdus ignobilis,Mirla,3,vivo,
526,2023-05-08,Proyecto Solar Alpha,Área 3,tránsito maquinaria,ahuyentamiento,Aves,Turdus ignobilis,Mirla,1,vivo,
527,2023-05-08,Proyecto Solar Alpha,Área 1,tránsito maquinaria,rescate,Reptilia,Erythrolamprus bizona,Culebra,2,muerto,no
528,2023-05-08,Proyecto Solar Alpha,Área 2,tránsito maquinaria,ahuyentamiento,Reptilia,Iguana iguana,Iguana,1,vivo,
529,2023-05-09,Proyecto Solar Alpha,Área 3,inspección,ahuyentamiento,Reptilia,Boa constrictor,Boa,1,vivo,
530,2023-05-09,Proyecto Solar Alpha,Área 1,rocería,ahuyentamiento,Aves,Turdus ignobilis,Mirla,1,vivo,
531,2023-05-09,Proyecto Solar Alpha,Área 3,rocería,ahuyentamiento,Aves,Turdus ignobilis,Mirla,3,vivo,
532,2023-05-09,Proyecto Solar Alpha,Área 1,inspección,ahuyentamiento,Mammalia,Dasypus novemcinctus,Armadillo,3,vivo,
533,2023-05-10,Proyecto Solar Alpha,Área 1,rocería,ahuyentamiento,Aves,Milvago chimachima,Caracara,1,vivo,
534,2023-05-10,Proyecto Solar Alpha,Área 3,tránsito maquinaria,ahuyentamiento,Reptilia,Boa constrictor,Boa,3,vivo,
535,2023-05-10,Proyecto Solar Alpha,Área 1,tránsito maquinaria,ahuyentamiento,Reptilia,Erythrolamprus bizona,Culebra,1,vivo,
536,2023-05-10,Proyecto Solar Alpha,Área 2,tránsito maquinaria,ahuyentamiento,Aves,Milvago chimachima,Caracara,3,vivo,
537,2023-05-11,Proyecto Solar Alpha,Área 3,rocería,ahuyentamiento,Mammalia,Procyon cancrivorus,Mapache,1,vivo,
538,2023-05-11,Proyecto Solar Alpha,Área 1,obra civil,ahuyentamiento,Aves,Coragyps atratus,Chulo,1,vivo,
539,2023-05-11,Proyecto Solar Alpha,Área 3,inspección,ahuyentamiento,Reptilia,Iguana iguana,Iguana,3,vivo,
540,2023-05-11,Proyecto Solar Alpha,Área 1,rocería,ahuyentamiento,Aves,Coragyps atratus,Chulo,1,vivo,
541,2023-05-12,Proyecto Solar Alpha,Área 1,rocería,ahuyentamiento,Reptilia,Chelonoidis carbonaria,Morrocoy,3,vivo,
542,2023-05-12,Proyecto Solar Alpha,Área 1,inspección,ahuyentamiento,Aves,Turdus ignobilis,Mirla,1,vivo,
543,2023-05-12,Proyecto Solar Alpha,Área 3,obra civil,ahuyentamiento,Reptilia,Chelonoidis carbonaria,Morrocoy,3,vivo,
544,2023-05-12,Proyecto Solar Alpha,Área 1,tránsito maquinaria,ahuyentamiento,Reptilia,Crotalus durissus,Cascabel,2,vivo,
545,2023-05-13,Proyecto Solar Alpha,Área 1,inspección,ahuyentamiento,Aves,Columbina talpacoti,Torcaza,1,vivo,
546,2023-05-13,Proyecto Solar Alpha,Área 1,tránsito maquinaria,ahuyentamiento,Aves,Turdus ignobilis,Mirla,2,vivo,
547,2023-05-13,Proyecto Solar Alpha,Área 3,inspección,ahuyentamiento,Aves,Columbina talpacoti,Torcaza,3,vivo,
548,2023-05-13,Proyecto Solar Alpha,Área 2,rocería,ahuyentamiento,Reptilia,Chelonoidis carbonaria,Morrocoy,2,vivo,
549,2023-05-14,Proyecto Solar Alpha,Área 3,rocería,ahuyentamiento,Aves,Columbina talpacoti,Torcaza,3,vivo,
550,2023-05-14,Proyecto Solar Alpha,Área 1,obra civil,rescate,Reptilia,Chelonoidis carbonaria,Morrocoy,2,vivo,si
551,2023-05-14,Proyecto Solar Alpha,Área 1,rocería,ahuyentamiento,Aves,Turdus ignobilis,Mirla,2,vivo,
552,2023-05-14,Proyecto Solar Alpha,Área 3,obra civil,ahuyentamiento,Reptilia,Boa constrictor,Boa,1,vivo,
553,2023-05-15,Proyecto Solar Alpha,Área 3,obra civil,ahuyentamiento,Aves,Ardea alba,Garza blanca,2,vivo,
554,2023-05-15,Proyecto Solar Alpha,Área 1,tránsito maquinaria,ahuyentamiento,Reptilia,Iguana iguana,Iguana,1,vivo,
555,2023-05-15,Proyecto Solar Alpha,Área 1,tránsito maquinaria,ahuyentamiento,Aves,Coragyps atratus,Chulo,2,vivo,
556,2023-05-15,Proyecto Solar Alpha,Área 2,rocería,rescate,Reptilia,Crotalus durissus,Cascabel,2,vivo,si
557,2023-05-16,Proyecto Solar Alpha,Área 3,rocería,ahuyentamiento,Reptilia,Boa constrictor,Boa,3,vivo,
558,2023-05-16,Proyecto Solar Alpha,Área 2,obra civil,ahuyentamiento,Aves,Milvago chimachima,Caracara,2,vivo,
559,2023-05-16,Proyecto Solar Alpha,Área 1,tránsito maquinaria,ahuyentamiento,Reptilia,Anolis auratus,Camaleoncito,3,vivo,
560,2023-05-16,Proyecto Solar Alpha,Área 1,inspección,ahuyentamiento,Aves,Columbina talpacoti,Torcaza,2,vivo,
561,2023-05-16,Proyecto Solar Alpha,Área 2,obra civil,ahuyentamiento,Mammalia,Dasypus novemcinctus,Armadillo,1,vivo,
562,2023-05-17,Proyecto Solar Alpha,Área 1,tránsito maquinaria,rescate,Reptilia,Chelonoidis carbonaria,Morrocoy,1,vivo,si
563,2023-05-17,Proyecto Solar Alpha,Área 2,rocería,ahuyentamiento,Aves,Columbina talpacoti,Torcaza,3,vivo,
564,2023-05-17,Proyecto Solar Alpha,Área 1,obra civil,ahuyentamiento,Aves,Turdus ignobilis,Mirla,1,vivo,
565,2023-05-17,Proyecto Solar Alpha,Área 1,tránsito maquinaria,ahuyentamiento,Reptilia,Chelonoidis carbonaria,Morrocoy,2,vivo,
566,2023-05-18,Proyecto Solar Alpha,Área 2,obra civil,ahuyentamiento,Reptilia,Erythrolamprus bizona,Culebra,1,vivo,
567,2023-05-18,Proyecto Solar Alpha,Área 3,tránsito maquinaria,ahuyentamiento,Aves,Columbina talpacoti,Torcaza,1,vivo,
568,2023-05-18,Proyecto Solar Alpha,Área 3,tránsito maquinaria,ahuyentamiento,Aves,Columbina talpacoti,Torcaza,2,vivo,
569,2023-05-18,Proyecto Solar Alpha,Área 3,tránsito maquinaria,ahuyentamiento,Aves,Milvago chimachima,Caracara,1,vivo,
570,2023-05-19,Proyecto Solar Alpha,Área 1,rocería,ahuyentamiento,Aves,Ardea alba,Garza blanca,3,vivo,
571,2023-05-19,Proyecto Solar Alpha,Área 2,rocería,rescate,Reptilia,Crotalus durissus,Cascabel,1,vivo,si
572,2023-05-19,Proyecto Solar Alpha,Área 3,tránsito maquinaria,ahuyentamiento,Aves,Milvago chimachima,Caracara,3,vivo,
573,2023-05-19,Proyecto Solar Alpha,Área 1,tránsito maquinaria,ahuyentamiento,Reptilia,Erythrolamprus bizona,Culebra,2,vivo,
574,2023-05-20,Proyecto Solar Alpha,Área 2,inspección,ahuyentamiento,Reptilia,Crotalus durissus,Cascabel,1,vivo,
575,2023-05-20,Proyecto Solar Alpha,Área 2,rocería,rescate,Amphibia,Scinax ruber,Ranita,2,vivo,si
576,2023-05-20,Proyecto Solar Alpha,Área 2,rocería,ahuyentamiento,Aves,Columbina talpacoti,Torcaza,2,vivo,
577,2023-05-20,Proyecto Solar Alpha,Área 3,rocería,ahuyentamiento,Aves,Milvago chimachima,Caracara,2,vivo,
578,2023-05-21,Proyecto Solar Alpha,Área 1,inspección,ahuyentamiento,Aves,Turdus ignobilis,Mirla,3,vivo,
579,2023-05-21,Proyecto Solar Alpha,Área 1,obra civil,ahuyentamiento,Reptilia,Boa constrictor,Boa,2,vivo,
580,2023-05-21,Proyecto Solar Alpha,Área 3,rocería,ahuyentamiento,Reptilia,Crotalus durissus,Cascabel,2,vivo,
581,2023-05-21,Proyecto Solar Alpha,Área 1,rocería,ahuyentamiento,Aves,Columbina talpacoti,Torcaza,1,vivo,
582,2023-05-22,Proyecto Solar Alpha,Área 1,inspección,ahuyentamiento,Reptilia,Crotalus durissus,Cascabel,1,vivo,
583,2023-05-22,Proyecto Solar Alpha,Área 1,inspección,ahuyentamiento,Aves,Turdus ignobilis,Mirla,2,vivo,
584,2023-05-22,Proyecto Solar Alpha,Área 1,obra civil,ahuyentamiento,Aves,Coragyps atratus,Chulo,1,vivo,
585,2023-05-22,Proyecto Solar Alpha,Área 3,tránsito maquinaria,ahuyentamiento,Aves,Coragyps atratus,Chulo,2,vivo,
586,2023-05-23,Proyecto Solar Alpha,Área 2,inspección,ahuyentamiento,Aves,Columbina talpacoti,Torcaza,3,vivo,
587,2023-05-23,Proyecto Solar Alpha,Área 3,rocería,ahuyentamiento,Aves,Turdus ignobilis,Mirla,3,vivo,
588,2023-05-23,Proyecto Solar Alpha,Área 2,rocería,ahuyentamiento,Aves,Turdus ignobilis,Mirla,2,vivo,
589,2023-05-23,Proyecto Solar Alpha,Área 2,obra civil,ahuyentamiento,Reptilia,Iguana iguana,Iguana,3,vivo,
590,2023-05-24,Proyecto Solar Alpha,Área 2,tránsito maquinaria,rescate,Reptilia,Chelonoidis carbonaria,Morrocoy,2,vivo,si
591,2023-05-24,Proyecto Solar Alpha,Área 3,tránsito maquinaria,ahuyentamiento,Reptilia,Iguana iguana,Iguana,2,vivo,
592,2023-05-24,Proyecto Solar Alpha,Área 3,tránsito maquinaria,ahuyentamiento,Aves,Coragyps atratus,Chulo,2,vivo,
593,2023-05-24,Proyecto Solar Alpha,Área 1,rocería,ahuyentamiento,Reptilia,Crotalus durissus,Cascabel,2,vivo,
594,2023-05-24,Proyecto Solar Alpha,Área 1,rocería,ahuyentamiento,Aves,Turdus ignobilis,Mirla,1,vivo,
595,2023-05-25,Proyecto Solar Alpha,Área 3,inspección,rescate,Mammalia,Didelphis marsupialis,Zarigüeya,1,vivo,si
596,2023-05-25,Proyecto Solar Alpha,Área 1,obra civil,ahuyentamiento,Aves,Turdus ignobilis,Mirla,2,vivo,
597,2023-05-25,Proyecto Solar Alpha,Área 3,rocería,ahuyentamiento,Aves,Columbina talpacoti,Torcaza,1,vivo,
598,2023-05-25,Proyecto Solar Alpha,Área 1,rocería,ahuyentamiento,Aves,Coragyps atratus,Chulo,1,vivo,
599,2023-05-26,Proyecto Solar Alpha,Área 2,rocería,ahuyentamiento,Aves,Columbina talpacoti,Torcaza,3,vivo,
600,2023-05-26,Proyecto Solar Alpha,Área 1,tránsito maquinaria,ahuyentamiento,Aves,Turdus ignobilis,Mirla,3,vivo,
601,2023-05-26,Proyecto Solar Alpha,Área 2,obra civil,ahuyentamiento,Aves,Milvago chimachima,Caracara,2,vivo,
602,2023-05-26,Proyecto Solar Alpha,Área 1,inspección,ahuyentamiento,Reptilia,Chelonoidis carbonaria,Morrocoy,1,vivo,
603,2023-05-27,Proyecto Solar Alpha,Área 3,obra civil,ahuyentamiento,Aves,Turdus ignobilis,Mirla,1,vivo,
604,2023-05-27,Proyecto Solar Alpha,Área 3,rocería,ahuyentamiento,Aves,Columbina talpacoti,Torcaza,3,vivo,
605,2023-05-27,Proyecto Solar Alpha,Área 3,tránsito maquinaria,ahuyentamiento,Aves,Columbina talpacoti,Torcaza,3,vivo,
606,2023-05-27,Proyecto Solar Alpha,Área 2,obra civil,ahuyentamiento,Aves,Coragyps atratus,Chulo,3,vivo,
607,2023-05-28,Proyecto Solar Alpha,Área 1,inspección,ahuyentamiento,Reptilia,Boa constrictor,Boa,1,vivo,
608,2023-05-28,Proyecto Solar Alpha,Área 1,inspección,ahuyentamiento,Aves,Coragyps atratus,Chulo,3,vivo,
609,2023-05-28,Proyecto Solar Alpha,Área 1,inspección,ahuyentamiento,Reptilia,Chelonoidis carbonaria,Morrocoy,2,vivo,
610,2023-05-28,Proyecto Solar Alpha,Área 1,tránsito maquinaria,ahuyentamiento,Aves,Turdus ignobilis,Mirla,2,vivo,
